PuzzleId,FEN,Moves,Rating,Themes_backRankMate,Themes_capturingDefender,Themes_discoveredAttack,Themes_fork,Themes_pin,Themes_promotion,Themes_skewer,Themes_smotheredMate,Themes_trappedPiece,Themes_zugzwang
WYRgk,r1bq1rk1/p2pbppp/1p2pn2/2n1N3/2P5/4B1P1/PP2PPBP/RN1Q1RK1 b - - 1 9,c8b7 e3c5 b6c5 g2b7,1615,False,True,False,False,False,False,False,False,False,False
WYT8M,8/2p3pp/2N2k2/Pr6/1P1K4/8/8/8 b - - 0 46,h7h5 a5a6 b5b6 b4b5 b6b5 a6a7 b5b1 a7a8q,2167,False,False,False,False,False,True,False,False,False,False
WYvJ2,r4rk1/4qpp1/3n3p/1PpR4/4B2P/6P1/2Q2P2/4R1K1 b - - 0 27,f8e8 e4h7 g8h8 e1e7,903,False,False,True,False,False,False,False,False,False,False
WZ63c,1K4k1/2R2p2/PP6/3q1p2/8/8/8/8 b - - 4 52,d5d8 c7c8 d8c8 b8c8,538,False,False,False,False,True,False,False,False,False,False
WZI1Y,8/p4p1K/8/1p3P2/6k1/PP6/8/8 w - - 0 40,f5f6 g4f5 h7g7 f5e6 b3b4 a7a6,1826,False,False,False,False,False,False,False,False,False,True
WZgCb,2r1k2r/pp1bnppp/1q2p3/3pP3/1b6/2N2N2/P1QB1PPP/R3KB1R w KQk - 4 12,c2b3 b4c3 d2c3 b6b3 a2b3 c8c3,1292,False,False,True,False,False,False,False,False,False,False
WZmzZ,3r2k1/5pp1/1p1q1n1p/1Q1P4/1R6/3r2P1/P4PBP/1R4K1 b - - 4 28,f6d5 b5d3 d5b4 d3d6 d8d6 b1b4,1735,False,True,False,False,False,False,False,False,False,False
WZurK,8/8/5kp1/7p/5P1P/8/6K1/8 w - - 1 54,g2f3 f6f5 f3g3 f5e4,1345,False,False,False,False,False,False,False,False,False,True
WaIpk,r3kb1r/pp1npppp/2p2n2/q7/3P2b1/2N2N2/PPP1BPPP/R1BQ1RK1 w kq - 1 8,c1g5 g4f3 e2f3 a5g5,1222,False,True,False,False,False,False,False,False,False,False
WaUE6,8/p6p/5p2/1K6/2P5/1k4P1/7P/8 b - - 1 42,a7a5 c4c5 a5a4 c5c6 a4a3 c6c7 a3a2 c7c8q a2a1q c8c4,1442,False,False,False,False,False,True,False,False,False,False
Wb108,5r1k/ppbrR1pp/1np2p2/8/7N/1BN3Pb/PP3P1P/4R1K1 b - - 3 23,f8d8 e7e8 d8e8 e1e8,640,True,False,False,False,False,False,False,False,False,False
Wb1U7,2r2rk1/pp2bppp/1qn1p2n/1b1pP3/3P1P2/P1N2N2/1P1B1RPP/RB1Q2K1 b - - 2 15,c6d4 f3d4 b6d4 c3b5,1763,False,True,False,False,False,False,False,False,False,False
Wb6OO,1k6/ppp2p2/8/8/NPQ2qp1/8/P4PK1/3r3R b - - 2 28,f4c4 h1h8 d1d8 h8d8,858,True,False,False,False,False,False,False,False,False,False
WbiZI,1r1r2k1/1q2bpp1/8/2p4p/3p4/P1B1QPP1/1P1N1K1P/1R1R4 w - - 0 27,e3e4 d4c3 b2c3 b7e4 d2e4 b8b1 d1b1 f7f5 b1b7 g8f8 f2e3 f5e4,2669,False,False,False,False,False,False,False,False,True,False
WcZhH,r4r1k/p6p/7p/3pn1R1/3P2Q1/2P5/P1q2PPP/R5K1 w - - 0 24,g5e5 c2f2 g1h1 f2f1 a1f1 f8f1,1023,True,False,False,False,False,False,False,False,False,False
Wcdk9,8/2p5/r1P4k/8/8/3K4/8/2R5 w - - 0 66,d3c4 a6c6 c4d5 c6c1,860,False,False,False,False,False,False,True,False,False,False
WcjN7,r1b1r3/pp3Qpk/8/7p/2Bqp3/2N5/PPPP1nPP/R1B2RK1 w - - 1 17,f7e8 f2h3 g1h1 d4g1 f1g1 h3f2,1348,False,False,False,False,False,False,False,True,False,False
Wd89l,r2r2b1/p3q3/1pP1Pk1p/1P3P1P/2B1pP2/1Q6/8/R3K2R w KQ - 1 33,b3h3 e7b4 e1f2 b4c4 h3h4 f6f5,1579,False,False,False,True,False,False,False,False,False,False
WdBxv,3r1rk1/1p3ppp/pNnq1b2/2p5/P7/1QPP1N1P/1P3PP1/R4RK1 w - - 1 17,f1d1 c6a5 b3c2 d6b6,1543,False,False,True,False,False,False,False,False,False,False
WdQgv,r3k1nr/p4ppp/4p3/1p1pP3/5q2/1P4N1/2Q2P1P/R4K1R b kq - 1 18,f4e5 c2c6 e8e7 c6b7 e7f6 a1e1 e5e1 f1e1,2403,False,False,False,True,False,False,False,False,False,False
WdZ3j,8/5ppp/4p3/2k1P3/4K1P1/4P2P/8/8 w - - 5 50,e4f4 c5c4 g4g5 c4d5 f4f3 d5e5,2564,False,False,False,False,False,False,False,False,False,True
We7Zc,8/4Pnk1/1p1RKp2/p5r1/8/1P6/P7/8 w - - 3 39,e7e8q g5e5 e6d7 e5e8,1011,False,False,False,False,False,False,True,False,False,False
WeIHG,R7/2R2ppk/4p3/3pP2p/P4K2/1r4P1/5PbP/8 w - - 3 36,g3g4 b3b4 f4e3 d5d4 e3d3 g2a8,2661,False,False,True,False,False,False,False,False,False,False
WelEI,r7/pppb1kpp/3P4/4pp2/8/1B6/P1P3PP/3R2K1 b - - 0 24,d7e6 d6c7 a8c8 d1d7 f7f6 d7d6,2327,False,False,False,False,True,False,False,False,False,False
WemmR,r1bq1r1k/pp2bpp1/3p3p/4n2Q/2B1N3/5P2/PP3P1P/R1B3RK w - - 4 16,c1h6 g7g6 h6f8 g6h5 f8g7 h8h7,1952,False,False,False,False,False,False,False,False,True,False
WfDcJ,8/p1R5/1p2p1p1/n4k1p/8/2P3B1/PPK4P/5r2 b - - 4 41,g6g5 c7f7 f5e4 f7f1,883,False,False,False,False,False,False,True,False,False,False
WfSpQ,2r1r3/1Qpk1pp1/2Rp3p/2B5/4q3/8/1P3PPP/2R3K1 w - - 1 30,c5d6 e4e1 c1e1 e8e1,776,True,False,False,False,False,False,False,False,False,False
Wh0TM,8/8/p3rk2/2R3pp/7P/5P2/P4K2/8 b - - 2 36,e6e5 c5e5 f6e5 h4g5,2124,False,True,False,False,False,False,False,False,False,False
WhOtD,1rR3k1/q4ppp/4p3/1Q1p4/1P6/r7/5PPP/2R3K1 b - - 4 28,b8c8 c1c8,1005,True,False,False,False,False,False,False,False,False,False
WhT3a,r1bqk2r/ppp3pp/6n1/3RP1pQ/2B5/P7/1PP2KP1/7R b kq - 0 17,d8e7 h5g6 h7g6 h1h8 e7f8 h8f8,1615,False,False,True,False,False,False,False,False,False,False
WhYxk,1R3bk1/4qp2/3Qp1p1/2rpP2p/5P2/3P4/2P3PP/3B2K1 b - - 1 32,e7d6 e5d6 g8g7 d6d7,1049,False,False,False,False,True,False,False,False,False,False
WhmAj,r1r3k1/R4ppp/2Q1pq2/3p4/1BnP4/8/1PP2PPP/5RK1 b - - 0 20,c8c6 a7a8 c6c8 a8c8 f6d8 c8d8,655,True,False,False,False,False,False,False,False,False,False
WiKMC,3q1r1k/1p3pbp/p2NN1p1/3Q4/5P2/8/PPP3PP/R4nK1 b - - 0 22,f7e6 d6f7 h8g8 d5d8 f8d8 f7d8,1841,False,False,True,False,False,False,False,False,False,False
WiXDR,5rk1/p4ppp/1p5n/5q2/5B2/4Q2P/P4PP1/4R1K1 b - - 1 23,f8c8 e3e8 c8e8 e1e8,505,True,False,False,False,False,False,False,False,False,False
WihNI,5k2/R6p/5Pp1/4P1P1/8/8/p4K2/7r w - - 1 50,a7a2 h1h2 f2e3 h2a2,817,False,False,False,False,False,False,True,False,False,False
Wk36A,r1b2r2/ppp1k1p1/3p2q1/2bBp2p/1n2P3/3PNP2/PPP3PP/R1BQK2R w KQ - 2 16,c2c3 c5e3 c1e3 g6g2 c3b4 g2h1,1815,False,True,False,False,False,False,False,False,False,False
WkOzB,r2qkbnr/p2p1pp1/bp2p2p/1Np1P3/2P5/5Q2/PPP1NPPP/R1B1K2R b KQkq - 4 11,g8e7 b5d6,1067,False,False,False,False,False,False,False,True,False,False
WkQ6b,8/3R1pk1/p3pq2/1p2r2P/4Q1P1/P4P2/1P6/7K w - - 1 45,e4d3 e5e1 h1g2 f6b2 d3d2 e1e2 d2e2 b2e2,2177,False,False,True,False,False,False,False,False,False,False
WkRS9,rnb4Q/ppp1qkb1/6p1/3p1p2/4n3/3B4/PPPP1PPP/RNB2RK1 w - - 3 11,h8c8 e4d6 c8b8 a8b8,1712,False,False,False,False,False,False,False,False,True,False
Wle3z,r6r/1p2kp1Q/pp1p1p2/1P2nB2/P1q5/6P1/2P2P1P/R3R1K1 w - - 3 24,h7g7 a8g8 g7g8 h8g8,1507,False,False,False,False,False,False,False,False,True,False
WmNIU,4r1k1/p2R1R1p/1p5b/8/2P5/2B4P/PP3p2/1K6 w - - 2 32,f7h7 f2f1q b1c2 f1f5 c2b3 f5h7 d7h7 g8h7,2050,False,False,False,False,False,True,False,False,False,False
WnDUT,8/3k4/1n2p1p1/1pB2p1p/3Pp3/P1K1P2P/5PP1/8 b - - 9 39,d7c6 c5b6 c6b6 h3h4 b6a5 c3b3,2399,False,False,False,False,False,False,False,False,False,True
WnXjY,8/5K2/5p1r/5R1P/pk2PP2/8/8/8 w - - 0 51,f5f6 h6f6 f7f6 a4a3 h5h6 a3a2 h6h7 a2a1q,1228,False,False,False,False,False,True,False,False,False,False
WnwVc,r1bq1rk1/ppp2ppp/2n5/3P4/8/3BP3/PPP3PP/RN1Q1RK1 b - - 0 10,d8d5 d3h7 g8h7 d1d5,957,False,False,True,False,False,False,False,False,False,False
Wo62x,r2qkb1r/1b1n1ppp/p1n1p3/1pp1P3/3pNP2/1P1P1N2/PBP1B1PP/R2Q1RK1 b kq - 3 11,c6e7 e4d6,862,False,False,False,False,False,False,False,True,False,False
Wpj5P,4Q3/5Bpk/8/2b1p2p/8/2P5/2K5/5q2 b - - 2 47,h5h4 e8g8 h7h6 g8h8 h6g5 h8g7 g5f5 g7g6 f5f4 g6f6 f4g3 f6f1,2402,False,False,False,False,False,False,True,False,False,False
Wq2YT,r4rk1/p4ppp/2Q1p3/2b5/2P5/7n/PP1PB1PP/R1B2RqK w - - 4 17,f1g1 h3f2,1153,False,False,False,False,False,False,False,True,False,False
WrBSz,4r3/2pNP2Q/p1p5/1k6/4PK2/6P1/P7/2r5 w - - 3 37,h7f7 c1f1 f4e3 f1f7,1004,False,False,False,False,False,False,True,False,False,False
WrCSP,r3r3/1bp1k1bP/p7/3nq3/2B3Q1/8/Pp1N2P1/1K2R2R b - - 7 27,d5e3 e1e3 e5e3 g4g7,1744,False,False,False,False,True,False,False,False,False,False
WrDoG,5r1k/p7/2pp3p/8/4Q3/P5Pn/6BP/3R2qK w - - 7 36,d1g1 h3f2,874,False,False,False,False,False,False,False,True,False,False
WrMfu,3qkbnr/rb1p1ppp/p1n1p3/1pp1P3/4NP2/5NP1/PPPP2BP/R1BQK2R b KQk - 4 8,g8e7 e4d6,868,False,False,False,False,False,False,False,True,False,False
WrVWV,8/1p5p/p3k3/2p3p1/P3K3/2P4P/1P4P1/8 b - - 0 41,a6a5 g2g4 c5c4 e4d4,2195,False,False,False,False,False,False,False,False,False,True
Wst52,4qbk1/1b3ppp/pB3n2/1p1P1N2/2p3n1/P1N2PQ1/1PB4P/6K1 b - - 0 28,g4e5 f5h6 g8h8 g3e5 e8e5 h6f7 h8g8 f7e5,2313,False,False,False,False,True,False,False,False,False,False
WtCs7,r4rk1/p3ppbp/2Q1b1p1/1p6/3P4/4PnB1/PP2BPPP/R3qKNR w - - 7 19,a1e1 f3d2,995,False,False,False,False,False,False,False,True,False,False
WtuN0,1k1r4/ppp5/5Np1/4pn2/8/1PP2P2/P3r3/R1K4R b - - 1 25,d8d2 h1h8 d2d8 h8d8,981,True,False,False,False,False,False,False,False,False,False
Wut31,8/pp6/3p3k/2pP2p1/8/1P2Brq1/P2Q4/1R5K w - - 4 35,e3g1 g3h4 d2h2 f3h3,1722,False,False,False,False,True,False,False,False,False,False
WvDqq,2r3k1/p1rn1ppp/3ppb2/q7/3PP3/1PN2N1P/P2Q1PP1/2RR2K1 w - - 9 18,c3a4 a5d2 d1d2 c7c1,1280,False,True,False,False,False,False,False,False,False,False
Wvkfl,1k6/8/2p4Q/1pP5/1K2q3/4N1P1/PP5P/8 w - - 1 44,b4a5 e4a4 a5b6 a4a7 b6c6 a7a6 c6d7 a6h6,1457,False,False,False,False,False,False,True,False,False,False
Wvuab,rn1qkb1r/1b3ppp/p3pn2/8/2pP4/2N1P3/1P3PPP/R1BQKBNR w KQkq - 3 10,f1c4 b7g2 g1f3 g2h1,1418,False,False,False,False,False,False,False,False,True,False
WwOjU,rn2k2r/pp2qppp/2pb1n2/4p1B1/N3P3/1B3Q2/P4PPP/2RR2K1 b kq - 9 17,e8g8 g5f6 e7f6 f3f6 g7f6 d1d6,1307,False,True,False,False,False,False,False,False,False,False
WwgT5,5k2/p2n1pbp/2q3p1/2pb4/8/3P1NPP/r1PN1P2/1R1Q1K1R w - - 0 19,c2c4 a2d2 d1d2 d5f3,1644,False,True,False,False,False,False,False,False,False,False
Wwu8s,r4rk1/ppp2ppp/2n5/3q3b/4p3/P2P1N1P/1PPQBPP1/R4RK1 w - - 0 14,d3e4 d5d2 f3d2 h5e2,1133,False,True,False,False,False,False,False,False,False,False
WxuFS,r1r3k1/p1q1bppp/1pb2n2/2p5/P2p4/1P1P2PP/1BQNPPB1/2R2RK1 w - - 0 18,b2d4 c6g2 g1g2 c7b7 d2f3 c5d4,1827,False,False,False,False,True,False,False,False,False,False
WydEM,1rQ3k1/5ppp/p3p3/4P3/3N1P2/8/qr4PP/2R1KR2 b - - 2 31,b8c8 c1c8,469,True,False,False,False,False,False,False,False,False,False
Wyp8q,1r2r1k1/5pbp/3B1np1/8/N2p4/1P3B2/2Q2PPP/3Rq1K1 w - - 1 24,d1e1 e8e1,1047,True,False,False,False,False,False,False,False,False,False
Wzgdu,6k1/8/8/3N2P1/8/2P3bp/PP2Kp2/8 w - - 0 38,d5e3 h3h2 e3f1 h2h1q,1059,False,False,False,False,False,True,False,False,False,False
WzhoZ,8/8/4p3/4P2K/2k5/8/8/8 w - - 0 51,h5g6 c4d4 g6f6 d4d5,1908,False,False,False,False,False,False,False,False,False,True
X1Hfc,2r3k1/5p2/2r1pbp1/1p1p4/pP1P1P1p/P1P2QPq/2RKN3/2R5 b - - 1 34,h4g3 c1h1 h3f5 e2g3 f5c2 d2c2 f6d4 g3e2,1921,False,False,False,False,False,False,False,False,True,False
X21gw,r1b1k2r/pppp1ppp/8/2b1P3/4P2q/8/PPP3PP/RNBQKB1R w KQkq - 1 8,g2g3 h4e4 d1e2 e4h1,1180,False,False,False,True,False,False,False,False,False,False
X2AqU,5rQk/6pp/pp1p3N/1q2b3/8/2P3P1/1P3P1P/6K1 b - - 1 35,f8g8 h6f7,936,False,False,False,False,False,False,False,True,False,False
X2gwT,8/1pk5/7p/p1PK2p1/P4p2/1P5P/6P1/8 w - - 3 40,d5d4 c7c6 d4c4 h6h5,1755,False,False,False,False,False,False,False,False,False,True
X3UL3,4rr1k/6qp/R2b1N2/2p4Q/5p2/1P5R/P1PP1PPP/6K1 w - - 1 24,f6e8 g7a1 h5d1 a1d1,1547,True,False,False,False,False,False,False,False,False,False
X3Yu9,1Q6/p2r1p1k/1n2p1pp/4P1qb/3PR3/3B1P2/6PP/3R2K1 w - - 0 36,d1e1 h5f3 d3f1 f3e4,1250,False,False,False,False,True,False,False,False,False,False
X4Bhc,2rqk2r/Q4ppp/1p1ppn2/8/3P4/5N2/PPP2PPP/R3K2R b KQk - 0 14,c8c2 a7a4 b6b5 a4c2,1354,False,False,False,True,False,False,False,False,False,False
X4upx,3r2k1/ppp1n3/5rpp/3p4/2PB2Pq/P6P/2B1QP1K/R7 w - - 0 27,e2e7 f6f2 d4f2 h4e7,1779,False,False,True,False,False,False,False,False,False,False
X518a,8/5k1p/8/4pPRp/1p1bP2P/1PpP1K2/8/8 w - - 1 40,f3e2 c3c2 e2d2 d4e3 d2e3 c2c1q,2001,False,False,False,False,False,True,False,False,False,False
X5mUT,2r1k2r/1p2nppp/1pn1p3/1NbpP3/1P3B2/P6P/4KPP1/R4B1R b k - 0 17,c6d4 e2d1 e8g8 b4c5 d4b5 f1b5,2398,False,False,False,False,False,False,False,False,True,False
X6VDX,rnb4r/pp2kBpp/2p5/2b1P1N1/3q2n1/3p4/PPP3PP/RNBQ1R1K w - - 1 12,e5e6 d4g1 f1g1 g4f2,1356,False,False,False,False,False,False,False,True,False,False
X6gVS,r3kbnr/1p1npppp/p2q4/2pNNb2/5P2/1Q2P3/PP1P2PP/R1B1KB1R b KQkq - 9 10,b7b5 d5c7 d6c7 b3f7,1714,False,False,True,False,False,False,False,False,False,False
X6iO7,r1b1k2r/pp3ppp/2np4/q1bQP1B1/8/5N2/PPP2PPP/R3KB1R w KQkq - 2 10,g5d2 c5f2 e1f2 a5d5,1323,False,False,True,False,False,False,False,False,False,False
X74mr,8/8/6p1/4K1P1/7k/8/8/8 b - - 1 66,h4h5 e5f6 h5h4 f6g6,910,False,False,False,False,False,False,False,False,False,True
X7DTP,8/p7/7p/2p1ppk1/2P5/3K1PPP/P7/8 b - - 0 38,f5f4 g3g4 g5h4 d3e4 h4h3 e4e5 h3g3 e5e4 a7a6 a2a3,2456,False,False,False,False,False,False,False,False,False,True
X7PBP,r1bqk2r/p1p1bppp/1p2p3/n3P3/P2P4/2PB1N2/2Q2PPP/R1B1K2R w KQkq - 1 13,d3h7 g7g6 h7g6 f7g6 c2g6 e8d7,1611,False,False,False,False,False,False,False,False,True,False
X7awe,8/5pk1/R5p1/5r1p/7P/5PK1/6P1/8 b - - 1 37,f5f6 a6f6 g7f6 g3f4 f6e6 f4g5 e6e5 g2g3 e5e6 f3f4 e6e7 f4f5,2197,False,False,False,False,False,False,False,False,False,True
X8ByU,2rr1k2/pp4b1/3RQ1p1/4p1P1/8/2P4R/1KP5/5q2 b - - 2 31,d8d6 e6d6 f8g8 d6e6 f1f7 e6c8,1625,False,False,False,True,False,False,False,False,False,False
X8CWa,2k5/8/p1P5/B2PK3/8/P7/7r/8 w - - 5 53,d5d6 h2h5 e5f6 h5a5,983,False,False,False,False,False,False,True,False,False,False
X8Me5,8/8/pp2k1pp/8/PP2K1PP/8/8/8 b - - 0 43,b6b5 a4a5 e6d6 e4d4 g6g5 h4h5 d6d7 d4d5,2224,False,False,False,False,False,False,False,False,False,True
X8PCx,3r2k1/p4pp1/2RBp2p/q1P5/Pp1b2PP/1P6/2P2PB1/6K1 b - - 0 32,d4f6 d6c7 a5c7 c6c7,1207,False,False,False,False,False,False,False,False,True,False
X8UAa,r4rk1/p5pp/n1p3b1/2q5/4RNQ1/P2P4/1B3PPP/1N2R1K1 w - - 4 23,f4g6 c5f2 g1h1 f2f1 e1f1 f8f1,1303,True,False,False,False,False,False,False,False,False,False
X8wqn,8/5p2/4k1p1/4P2p/4K2P/6P1/8/8 b - - 0 60,f7f5 e4d4 e6e7 d4d5 g6g5 h4g5 f5f4 g3f4 h5h4 d5e4 h4h3 e4f3 h3h2 f3g2 h2h1q g2h1,2634,False,False,False,False,False,False,False,False,False,True
X9f4o,r1b1k2r/1pqp1ppp/p1nbp3/8/4P3/2NBQN2/PPP2PPP/R3K2R w KQkq - 1 11,e1c1 d6f4 e3f4 c7f4,1578,False,False,False,False,True,False,False,False,False,False
X9zo2,8/8/8/6pp/8/6P1/4k1KP/8 w - - 2 53,g2h3 e2f3 g3g4 h5g4,1768,False,False,False,False,False,False,False,False,False,True
XAKzP,4rrk1/p1pn1pbp/2pq2p1/8/3B4/2N3PP/PPPQ1P2/3RR1K1 w - - 0 18,d4g7 d6d2 d1d2 e8e1,1769,False,True,False,False,False,False,False,False,False,False
XB6o9,2Q1Nb2/1p3pk1/4p1p1/3pP1Pp/p2P3P/3q4/1n2NPK1/8 b - - 3 41,g7h8 e8d6 h8g7 e2f4 f8d6 f4d3,2668,False,False,False,False,True,False,False,False,False,False
XBZzb,r2qkb1r/pp1nppp1/2p2n2/3b3p/2NP3P/2P3N1/PP2QPP1/R1B1KB1R b KQkq - 4 11,b7b5 c4d6,1118,False,False,False,False,False,False,False,True,False,False
XC39R,7r/1p1r4/p1p3k1/6p1/2P1p1P1/1P1nN1B1/P4PP1/R2R2K1 w - - 2 31,d1d2 d7h7 g1f1 h7h1 f1e2 h1a1,1566,False,False,False,False,False,False,True,False,False,False
XC8Z1,r2q2k1/2p2pp1/2n1r2p/p7/1p6/1Q1PB3/PPPN1PPP/R4RK1 w - - 0 16,d2c4 a5a4 b3b4 c6b4,1411,False,False,False,False,False,False,False,False,True,False
XCLaa,r4rk1/pp2bNpp/2n1QR2/2p5/3q4/8/PPPP2PP/RNB4K b - - 0 15,e7f6 f7h6 g8h8 e6g8 f8g8 h6f7,1353,False,False,False,False,False,False,False,True,False,False
XD00n,5r1k/2p1R1p1/7p/1Q6/8/2P5/r4qPP/R6K w - - 0 26,a1a2 f2f1 b5f1 f8f1,1002,True,False,False,False,False,False,False,False,False,False
XDKAl,8/8/p6p/6PP/3K4/4pk2/8/8 w - - 0 45,g5h6 e3e2 h6h7 e2e1q h7h8q e1a1 d4c4 a1h8,1213,False,False,False,False,False,False,True,False,False,False
XDVmM,7k/p1R3pp/1pn5/8/3b4/6P1/PP5P/7K b - - 0 32,c6e5 c7c8,572,True,False,False,False,False,False,False,False,False,False
XDhQg,6r1/p3k3/8/2N5/3n4/1P3Kp1/P1P5/6R1 w - - 0 33,f3f4 d4e2 f4e3 e2g1,1280,False,False,False,True,False,False,False,False,False,False
XDovq,8/8/1p4p1/p3k1p1/P1P2p2/1P2K2P/6P1/8 w - - 0 50,e3f3 e5f5 f3f2 g5g4 h3g4 f5g4 b3b4 a5b4 c4c5 b6c5 a4a5 b4b3,2583,False,False,False,False,False,False,False,False,False,True
XEH5W,2r1r1k1/pp2p1b1/1q5p/3N2p1/3n2Q1/6BP/PP3P2/4RRK1 b - - 3 24,b6d8 d5e7 e8e7 e1e7 d8e7 g4c8,1624,False,False,False,True,False,False,False,False,False,False
XEehx,8/8/ppk1Q2p/3r2p1/8/6P1/P1q2PKP/8 b - - 0 38,c6c5 e6c8 c5d6 c8c2,1225,False,False,False,False,False,False,True,False,False,False
XEm4k,r1b5/p2p1pp1/1p2k3/4r3/2BQ4/2P5/PK4PP/3q3n b - - 11 30,e5d5 c4d5 e6d6 d4d1,1726,False,False,False,True,False,False,False,False,False,False
XFcx2,2kr2nr/1ppq1pbp/2npp1p1/1N6/3PPP2/4QP1P/PPP2B2/2KR3R b - - 2 14,c6b8 b5a7,723,False,False,False,False,False,False,False,True,False,False
XFjY7,r4rk1/pppb1ppp/3p4/8/4P3/2P2NRn/PP1QB1PP/R5qK w - - 8 19,a1g1 h3f2,933,False,False,False,False,False,False,False,True,False,False
XFwzr,1r3b1r/p1Q3pp/4bqk1/4p3/8/8/PPPP1PPP/RNB1K2R w KQ - 1 12,c7b8 f8c5 e1g1 h8b8,1617,False,False,True,False,False,False,False,False,False,False
XG85Y,8/8/p3kp2/1p1p2pK/1P4P1/P3P2P/8/8 b - - 4 42,e6f7 h5h6 f7e8 h6g6 e8e7 g6g7,2232,False,False,False,False,False,False,False,False,False,True
XGGWG,r3k2r/qp1Rpp1p/6p1/4b3/2P5/1QN5/PP3PPP/4KB1R b Kkq - 0 15,e8d7 b3b5 d7e6 b5d5 e6f6 c3e4 f6g7 d5e5,1208,False,False,False,True,False,False,False,False,False,False
XGUwE,r2q1rQk/bpp3pp/p2p1n1N/4p3/P2nP3/2N4P/1P3PP1/R1B2RK1 b - - 5 17,f8g8 h6f7,713,False,False,False,False,False,False,False,True,False,False
XGn1m,r4rk1/p4ppp/1p3b2/3R4/4R1q1/1QN3P1/PP3P1P/6K1 b - - 2 20,g4f3 e4f4 f3f4 g3f4,1398,False,False,False,False,False,False,False,False,True,False
XHJrj,8/p7/6k1/1pppp1P1/6K1/P2P4/1PP5/8 w - - 0 36,b2b3 b5b4 a3b4 c5b4 g4h4 a7a6 h4g4 a6a5,2796,False,False,False,False,False,False,False,False,False,True
XHkzx,r1b1qbk1/pp2pNpr/1n1pP1np/3P3Q/5P2/8/PP4PP/RNB2RK1 b - - 3 15,g6h8 f7h6 h7h6 h5e8,1132,False,False,True,False,False,False,False,False,False,False
XI4qu,8/p7/2p3p1/2P2p2/5Pk1/3KP3/1P6/8 b - - 0 42,g4f3 b2b4 a7a6 d3d4 f3g3 d4e5,2203,False,False,False,False,False,False,False,False,False,True
XI8Xj,8/1p2r3/1R2PK2/7k/6p1/8/8/8 b - - 1 43,e7h7 b6b1 g4g3 b1h1 h5g4 h1h7,2556,False,False,False,False,False,False,True,False,False,False
XIAeq,2rqkb1r/pp1nnppp/4p3/2p5/3PNP2/2PQ1N2/PP4PP/R1B2RK1 b k - 0 11,c5d4 e4d6,1015,False,False,False,False,False,False,False,True,False,False
XJBgw,5b2/2k2p2/p4Pp1/1P1PP1P1/2K5/8/8/8 b - - 0 54,a6a5 e5e6 f7e6 d5e6 c7d6 e6e7 f8e7 f6e7,2132,False,False,False,False,False,False,False,False,True,False
XJq7t,r1b2Q2/p4Bpp/7k/8/5P2/7n/P5PP/3R1RqK w - - 12 29,f1g1 h3f2,985,False,False,False,False,False,False,False,True,False,False
XKG7q,rqn2rk1/3R1ppp/8/8/4PPP1/1p2Q3/PP2B2P/2K4R w - - 0 27,e3b3 b8b3 a2b3 a8a1 c1d2 a1h1,2026,False,False,False,False,False,False,True,False,False,False
XKGmx,7R/P7/8/6k1/8/r7/1p3K2/8 w - - 2 53,a7a8q a3a8 h8a8 b2b1q,844,False,False,False,False,False,True,False,False,False,False
XKTW5,r5kr/ppQ3p1/5n1p/3q3b/8/7P/PP1N1PP1/R1B2RK1 w - - 1 18,c7c4 d5c4 d2c4 h5e2 c4d6 e2f1,1433,False,False,False,True,False,False,False,False,False,False
XKn8r,8/2P4k/2NN2p1/3BP1Pp/3n1p1P/8/1pr1PK2/8 w - - 0 48,c7c8q c2e2 f2g1 b2b1q,1604,False,False,False,False,False,True,False,False,False,False
XKwCO,3q2k1/1p1r1p2/p6p/6p1/4n3/P3PN1P/5PP1/1RQ3K1 w - - 0 29,b1b2 d7d1 c1d1 d8d1,633,False,False,False,True,False,False,False,False,False,False
XLXXN,r6k/pp1q2pp/2p1n3/3pP3/3PpRQ1/P3B3/1PP3PP/6K1 b - - 0 22,a8f8 g4e6 d7e6 f4f8 e6g8 f8g8,2088,False,True,False,False,False,False,False,False,False,False
XMRUm,8/5p2/5k1p/4p3/p2pP1PP/P1pP1K2/2P5/8 w - - 0 40,h4h5 f6g5 f3g3 f7f6 g3h3 g5f4,1348,False,False,False,False,False,False,False,False,False,True
XMshl,2r3k1/p4pp1/bp5p/3P2q1/5R2/1P1n2P1/PB3PBP/3Q2K1 w - - 1 23,b2f6 g7f6 f4g4 c8c1,2332,False,False,False,False,True,False,False,False,False,False
XNLUH,2R3k1/3Pq1pp/8/8/1r6/r4P1P/5P1K/8 b - - 1 43,e7d8 c8d8 g8f7 d8f8 f7f8 d7d8q,1412,False,False,False,False,False,True,False,False,False,False
XNQU3,r2qk2r/ppp2ppp/2nbpn2/5b2/2BP4/2N1PQ2/PP2NPPP/R1B1K2R w KQkq - 2 8,e2g3 f5g4 f3c6 b7c6,1669,False,False,False,False,False,False,False,False,True,False
XNcBv,rn2kb1r/pp3ppp/2p1pn2/3q4/3P2b1/2P2N2/PP2BPPP/RNBQK2R w KQkq - 0 7,c1g5 g4f3 e2f3 d5g5,1154,False,True,False,False,False,False,False,False,False,False
